,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,OfferId,OfferName,OfferType,Offer Category,OfferContent,Offer Channel,Points_x,ExclusionCategory,BenefitType,Point Type,Program Code,Program Name,ProgramTier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targetted Nationality,Targetted Preference Group,Targetted Type,Targetted Channel,CustomerGender,CustomerCountry,OfferTransactionDate,TransactionAmount,Points_y,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OSD,OED,InvoiceDate
59,7415,37,12,33650,3,4,2,342,9.0,O0065,Summer Target 25,,Discounts,25% Discount on spending 100 USD,Web,250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,Non Air,TC,Target Corp,Retail,US,Individuals,,web,M,IN,2019-02-23,4500,250,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-02-23
60,7415,37,12,33650,3,4,2,342,9.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-03-27,3900,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-03-27
61,7415,37,12,33650,3,4,2,342,9.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-01-11,6000,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-01-11
62,10101,103,10,20400,2,3,1,231,6.0,O0010,Join the world for 50,,Coupons,Create an account gain 50 points,Web,100,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Refer a friend,,,,,,,,,2019-06-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-08-29,1600,100,1,0,Bronze,Bronze,30,2019-06-01,2019-08-31,2019-08-29
63,10101,103,10,20400,2,3,1,231,6.0,O0012,Friend-50,,Coupons,Refer a friend earn 50 points,Web,50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-07-01,2019-10-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-10-13,900,50,1,0,Bronze,Bronze,30,2019-07-01,2019-10-31,2019-10-13
64,10101,103,10,20400,2,3,1,231,6.0,O0061,35% Off 1000 Points,,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-02-07,1800,100,0,1,Bronze,Bronze,30,2019-01-01,2019-03-31,2019-02-07
65,10101,103,10,20400,2,3,1,231,6.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,M,IN,2019-03-26,850,50,1,0,Bronze,Bronze,30,2019-01-01,2019-03-31,2019-03-26
66,10101,103,10,20400,2,3,1,231,6.0,O0028,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,M,IN,2019-02-16,700,50,1,0,Bronze,Bronze,30,2019-01-01,2019-05-31,2019-02-16
67,10101,103,10,20400,2,3,1,231,6.0,O0042, à la carte - Baggage and excess baggage,,Discounts,15$ discount on excess baggage,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,BB,Baggage,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-10-21,900,50,1,0,Bronze,Bronze,30,2019-09-01,2019-10-31,2019-10-21
68,10101,103,10,20400,2,3,1,231,6.0,O0088,10%  Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Mobile,50,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-01-21,950,50,1,0,Bronze,Bronze,30,2019-01-01,2019-03-31,2019-01-21
69,10101,103,10,20400,2,3,1,231,6.0,O0015,30$ off 280 points,Redemption,Discounts,Redeem points for discounts,Web,100,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,Redeem offers,,,,,,,,,2019-07-01,2019-08-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-07-24,1600,100,1,0,Bronze,Gold,30,2019-07-01,2019-08-31,2019-07-24
70,10101,103,10,20400,2,3,1,231,6.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-02-23,6000,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-02-23
71,10101,103,10,20400,2,3,1,231,6.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-01-11,5100,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-01-11
72,10104,49,17,42350,2,5,3,253,10.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,M,AF,2019-03-05,900,50,1,0,Saphire,Bronze,19,2019-01-01,2019-03-31,2019-03-05
73,10104,49,17,42350,2,5,3,253,10.0,O0016,Target 10,,Discounts,10% Discount on your next Target Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,M,AF,2019-08-13,1800,100,1,0,Saphire,Bronze,19,2019-07-01,2019-08-31,2019-08-13
74,10104,49,17,42350,2,5,3,253,10.0,O0020,Walmart 15,,Discounts,15% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,M,AF,2019-10-17,2000,100,1,0,Saphire,Bronze,19,2019-07-01,2019-12-31,2019-10-17
75,10104,49,17,42350,2,5,3,253,10.0,O0039,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-07-01,2019-10-31,,MM,Marriot,Hotel,US,Individuals,,Web,M,AF,2019-08-17,2400,200,1,0,Saphire,Bronze,19,2019-07-01,2019-10-31,2019-08-17
76,10104,49,17,42350,2,5,3,253,10.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,AF,2019-07-06,3200,200,1,0,Saphire,Bronze,19,2019-07-01,2019-10-31,2019-07-06
77,10104,49,17,42350,2,5,3,253,10.0,O0043, à la carte - Seats,,Discounts,10% discount on Xleg Seats,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,SS,Seats,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,AF,2019-10-29,900,50,1,0,Saphire,Bronze,19,2019-09-01,2019-10-31,2019-10-29
78,10104,49,17,42350,2,5,3,253,10.0,O0044,Early Bird 10,,Discounts, à la carte - 10% discount on early boarding for F&B,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,EB,Early Boarding,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,AF,2019-10-20,1000,50,0,1,Saphire,Bronze,19,2019-09-01,2019-10-31,2019-10-20
79,10104,49,17,42350,2,5,3,253,10.0,O0045,Marriot 15,,Discounts, 15% discount at Marriot,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Non Air,MM,Marriot,Hotel,US,Individuals,,Web,M,AF,2019-10-26,600,50,1,0,Saphire,Bronze,19,2019-09-01,2019-10-31,2019-10-26
80,10104,49,17,42350,2,5,3,253,10.0,O0046,Uber 10,,Discounts,10% discuount with Uber Cabs,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,UU,Uber,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Non Air,UU,Uber,Cab,US,Individuals,,Web,M,AF,2019-10-06,900,50,1,0,Saphire,Bronze,19,2019-09-01,2019-10-31,2019-10-06
81,10104,49,17,42350,2,5,3,253,10.0,O0047,TI 10,,Discounts,10$ discount on Travel Insurance with TT insurance,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,TI,TT Insurance,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Non Air,TI,TT Insurance,Insurance,US,Individuals,,Web,M,AF,2019-09-13,900,50,0,1,Saphire,Bronze,19,2019-09-01,2019-10-31,2019-09-13
82,10104,49,17,42350,2,5,3,253,10.0,O0082,Celebrate Fall Sale 20,,Discounts,Save $20/night to all destinations,Social Media,50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,Americal Airways,Air,US,Individuals,,,M,AF,2019-12-14,800,50,1,0,Saphire,Bronze,19,2019-09-15,2019-12-31,2019-12-14
83,10104,49,17,42350,2,5,3,253,10.0,O0087,10%- Food & Bev,,Discounts,Get 10% off on F&B,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-09-15,2019-12-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,AF,2019-12-10,1000,50,1,0,Saphire,Bronze,19,2019-09-15,2019-12-31,2019-12-10
84,10104,49,17,42350,2,5,3,253,10.0,O0088,10%  Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Mobile,50,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,AF,2019-03-30,950,50,1,0,Saphire,Bronze,19,2019-01-01,2019-03-31,2019-03-30
85,10104,49,17,42350,2,5,3,253,10.0,O0101,GAME REWARD:,,Discounts,10% Off for every game that you buy,web,300,not for below 12 years ,Discounts,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-10-01,2019-12-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,M,AF,2019-10-12,6000,300,1,0,Saphire,Gold,19,2019-10-01,2019-12-31,2019-10-12
86,10104,49,17,42350,2,5,3,253,10.0,O0006,Member Only - Spring 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Sprint Sale 2020,Mobile,200,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Individuals,,,M,AF,2019-07-24,2000,200,1,0,Saphire,Gold,19,2019-06-01,2019-08-31,2019-07-24
87,10104,49,17,42350,2,5,3,253,10.0,O0004,"35,00  Rewards points with AMEx Gold Card",Accruals ,Promotions,"Earn 35,00 Membership Rewards points with AMEx Gold Card",Web,3500,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,M,AF,2019-08-04,7000,3500,1,0,Saphire,Platinum,19,2019-06-01,2019-08-31,2019-08-04
88,10104,49,17,42350,2,5,3,253,10.0,O0081,Earn 5000 Bonus Miles,,Points,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,Web,5000,,points,,FFP,Frequent Flyer Program,Platinum,,,,,,,,,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,AF,2019-02-27,10000,5000,1,0,Saphire,Platinum,19,2019-01-01,2019-03-31,2019-02-27
89,10117,37,20,46550,3,5,4,354,12.0,O0095,Go Kido,,Offers,Loyalty Offer exclusively for Kids Under 12,Web,50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,U,IN,2019-08-26,700,50,1,0,Bronze,Bronze,30,2019-07-01,2019-10-31,2019-08-26
90,10117,37,20,46550,3,5,4,354,12.0,O0096,Teddy Bear Feast,,Offers,Loyalty Offerfor Kids under 12 years,Web,50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,U,IN,2019-08-01,700,50,1,0,Bronze,Bronze,30,2019-07-01,2019-10-31,2019-08-01
91,10117,37,20,46550,3,5,4,354,12.0,O0001,Early Access Offer,Accruals ,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-06-01,2019-08-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,U,IN,2019-08-24,750,50,1,0,Bronze,Bronze,30,2019-06-01,2019-08-31,2019-08-24
92,10117,37,20,46550,3,5,4,354,12.0,O0019,Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-09-24,1400,100,0,1,Bronze,Bronze,30,2019-07-01,2019-12-31,2019-09-24
93,10117,37,20,46550,3,5,4,354,12.0,O0020,Walmart 15,,Discounts,15% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-11-02,1600,100,1,0,Bronze,Bronze,30,2019-07-01,2019-12-31,2019-11-02
94,10117,37,20,46550,3,5,4,354,12.0,O0026,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,UU,Uber,Winter 21,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,,UU,Uber,Cab,US,Individuals,,Social Media,U,IN,2019-01-25,1300,100,1,0,Bronze,Bronze,30,2019-01-01,2019-05-31,2019-01-25
95,10117,37,20,46550,3,5,4,354,12.0,O0028,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,U,IN,2019-02-18,750,50,1,0,Bronze,Bronze,30,2019-01-01,2019-05-31,2019-02-18
96,10117,37,20,46550,3,5,4,354,12.0,O0035,Celebrate Summer Sale 20,,Discounts,Save $20/night to all destinations,Social Media,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Summer,,,,,2019-07-01,2019-10-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-07-01,1400,100,1,0,Bronze,Bronze,30,2019-07-01,2019-10-31,2019-07-01
97,10117,37,20,46550,3,5,4,354,12.0,O0082,Celebrate Fall Sale 20,,Discounts,Save $20/night to all destinations,Social Media,50,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Fall Holidays,,,,,2019-09-15,2019-12-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-12-26,500,50,1,0,Bronze,Bronze,30,2019-09-15,2019-12-31,2019-12-26
98,10117,37,20,46550,3,5,4,354,12.0,O0087,10%- Food & Bev,,Discounts,Get 10% off on F&B,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-09-15,2019-12-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-11-09,750,50,1,0,Bronze,Bronze,30,2019-09-15,2019-12-31,2019-11-09
99,10117,37,20,46550,3,5,4,354,12.0,O0089,10%  Baggage and excess baggage,,Discounts,15$ discount on excess baggage,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,BB,Baggage,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-01-20,950,50,1,0,Bronze,Bronze,30,2019-01-01,2019-03-31,2019-01-20
100,10117,37,20,46550,3,5,4,354,12.0,O0097,Kids Lounge,,Offers,Lounge Offer for Kids,Web,300,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,,OCK,Oryx Cards Kids Club,All,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,U,IN,2019-12-15,3300,300,0,1,Bronze,Gold,30,2019-12-01,2020-01-31,2019-12-15
101,10117,37,20,46550,3,5,4,354,12.0,O0053,Member Only - Fun 50 Gold,,Promotions,Redeem new products listed exclusively for Gold members,Mobile,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,MM-O2,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Non Air,LH,Luftansa,Airlines,US,Individuals,,,U,IN,2019-08-15,3000,250,1,0,Bronze,Gold,30,2019-06-01,2019-08-31,2019-08-15
102,10117,37,20,46550,3,5,4,354,12.0,O0104,SeniorLadies Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms.,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2019-12-13,5700,300,1,0,Bronze,Gold,30,2019-12-01,2020-01-31,2019-12-13
103,10117,37,20,46550,3,5,4,354,12.0,O0005,Member Only - Early Birds 50,Accruals ,Promotions,Redeem new products listed exclusively for members- First 50,Mobile,100,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,New Year,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Corporates,,Mobile,U,IN,2019-08-04,1300,100,1,0,Bronze,Gold,30,2019-06-01,2019-08-31,2019-08-04
104,10117,37,20,46550,3,5,4,354,12.0,O0009,Member Only - Fun 50,Accruals ,Promotions,Redeem new products listed exclusively for members,Mobile,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,Member Only Offers,,,,,,,,,2019-06-01,2019-08-31,Air,,,,,,,web,U,IN,2019-07-29,3900,300,1,0,Bronze,Gold,30,2019-06-01,2019-08-31,2019-07-29
105,10117,37,20,46550,3,5,4,354,12.0,O0065,Summer Target 25,,Discounts,25% Discount on spending 100 USD,Web,250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,,Summer ,May,,Summer,,,,,2019-01-01,2019-03-31,Non Air,TC,Target Corp,Retail,US,Individuals,,web,U,IN,2019-02-21,4750,250,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-02-21
106,10117,37,20,46550,3,5,4,354,12.0,O0071,Starbucks 33,Redemption,Redeem,Gain/Acrue 3300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,,,,,,,Birthday Offers,,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,,US,Individuals,,web,U,IN,2019-01-28,3900,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-01-28
107,10117,37,20,46550,3,5,4,354,12.0,O0079,Earn 50k Bonus miles with ABC,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-02-25,5700,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-02-25
108,10117,37,20,46550,3,5,4,354,12.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-02-11,4200,300,1,0,Bronze,Gold,30,2019-01-01,2019-03-31,2019-02-11
109,10119,67,23,72750,2,5,5,255,12.0,O0011,1 point per $1 ,,Coupons,Make a purchase 1 point per $1 . Earn point for every Dollar you spend,Web,50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-07-01,2019-10-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-07-04,950,50,0,1,Bronze,Bronze,22,2019-07-01,2019-10-31,2019-07-04
110,10119,67,23,72750,2,5,5,255,12.0,O0014,15% Off 100 Points,Redemption,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,Redeem offers,,,,,,,,,2019-04-01,2019-07-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-04-09,1100,100,0,1,Bronze,Bronze,22,2019-04-01,2019-07-31,2019-04-09
111,10119,67,23,72750,2,5,5,255,12.0,O0057,Join the world for 2000,,Coupons,Create an account gain 2000 points,Web,50,,Cash,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-03-08,500,50,1,0,Bronze,Bronze,22,2019-01-01,2019-03-31,2019-03-08
112,10119,67,23,72750,2,5,5,255,12.0,O0061,35% Off 1000 Points,,Discounts,Redeem points for discounts,Web,100,,Discounts,New Subscribers Offers,FFP,Frequent Flyer Program,Bronze,,,,,,,,,,,,,2019-01-01,2019-03-31,Non Air,WLFF,WeLoveFunFit,E-commerce,US,New Subscribers  - Individuals,,web,M,IN,2019-02-17,1200,100,0,1,Bronze,Bronze,22,2019-01-01,2019-03-31,2019-02-17
113,10119,67,23,72750,2,5,5,255,12.0,O0019,Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,M,IN,2019-10-19,1200,100,1,0,Bronze,Bronze,22,2019-07-01,2019-12-31,2019-10-19
114,10119,67,23,72750,2,5,5,255,12.0,O0028,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,M,IN,2019-01-17,950,50,1,0,Bronze,Bronze,22,2019-01-01,2019-05-31,2019-01-17
115,10119,67,23,72750,2,5,5,255,12.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,M,IN,2019-08-30,1500,100,1,0,Bronze,Bronze,22,2019-07-01,2019-10-31,2019-08-30
116,10119,67,23,72750,2,5,5,255,12.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-08-30,2800,200,1,0,Bronze,Bronze,22,2019-07-01,2019-10-31,2019-08-30
117,10119,67,23,72750,2,5,5,255,12.0,O0042, à la carte - Baggage and excess baggage,,Discounts,15$ discount on excess baggage,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,BB,Baggage,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-10-21,950,50,1,0,Bronze,Bronze,22,2019-09-01,2019-10-31,2019-10-21
118,10119,67,23,72750,2,5,5,255,12.0,O0043, à la carte - Seats,,Discounts,10% discount on Xleg Seats,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,SS,Seats,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,M,IN,2019-09-20,550,50,1,0,Bronze,Bronze,22,2019-09-01,2019-10-31,2019-09-20
